project_id,district,stage,days_in_stage,legal_case_pending,rr_compliance_pct,revenue_dept_delay_flag,num_landowners,past_disputes_count,risk_label,lat,lng
LA-1348,Nashik,Survey,30,0,31,1,243,0,0,20.106637,73.73589
LA-1349,Nagpur,Compensation,114,0,93,1,169,1,0,21.117832,79.210196
LA-1350,Nagpur,Compensation,68,0,27,0,91,2,1,21.224508,78.995573
LA-1351,Aurangabad,Award,18,1,43,0,145,3,1,19.769363,75.377929
LA-1352,Aurangabad,Compensation,62,0,60,1,164,1,1,19.728786,75.315014
LA-1353,Kolhapur,Notification,37,0,55,0,50,0,0,16.560992,74.105625
LA-1354,Amravati,Award,25,0,91,0,116,0,0,20.963381,77.733787
LA-1355,Kolhapur,Notification,48,1,74,0,49,1,1,16.691618,74.172869
LA-1356,Amravati,Survey,65,1,28,0,251,1,1,20.942805,77.835427
LA-1357,Kolhapur,Award,53,0,66,0,108,0,0,16.557239,74.377937
LA-1358,Nashik,Survey,110,0,34,0,89,1,1,19.974306,73.720214
LA-1359,Aurangabad,Award,79,0,67,0,138,1,0,19.94162,75.43674
LA-1360,Nagpur,Possession,73,1,61,1,112,1,1,21.128608,78.954808
LA-1361,Amravati,Compensation,15,1,79,0,22,0,0,21.007066,77.791036
LA-1362,Amravati,Possession,49,0,89,1,98,0,0,20.857306,77.650765
LA-1363,Nagpur,Survey,88,1,31,1,154,2,1,21.239743,79.21841
LA-1364,Kolhapur,Compensation,68,1,21,0,250,2,1,16.731529,74.323205
LA-1365,Amravati,Award,12,0,26,1,293,2,1,20.850629,77.826985
LA-1366,Nashik,Compensation,59,0,99,0,213,1,0,19.918516,73.886969
LA-1367,Aurangabad,Notification,37,0,22,1,130,4,1,19.914609,75.387556
LA-1368,Nagpur,Compensation,61,0,22,0,239,1,0,21.244782,79.228883
LA-1369,Aurangabad,Notification,101,1,46,1,126,0,1,19.850888,75.407487
LA-1370,Amravati,Compensation,43,0,59,1,142,2,0,20.86489,77.906998
LA-1371,Amravati,Notification,70,0,52,0,119,1,0,21.047503,77.78474
LA-1372,Nagpur,Survey,39,0,20,0,166,1,1,21.19658,78.973319
LA-1373,Nashik,Possession,56,0,27,1,205,2,1,19.981926,73.798253
LA-1374,Pune,Award,63,0,51,1,238,1,1,18.51677,73.744762
LA-1375,Nagpur,Compensation,46,0,67,0,32,2,0,21.057077,79.115948
LA-1376,Pune,Possession,88,0,23,1,15,1,1,18.558441,73.851448
LA-1377,Kolhapur,Award,11,0,89,0,210,0,0,16.662623,74.280073
LA-1378,Pune,Award,62,0,38,1,171,2,1,18.669094,73.709714
LA-1379,Nashik,Notification,77,0,51,0,251,0,1,19.991555,73.698252
LA-1380,Kolhapur,Survey,98,0,28,1,51,1,1,16.700766,74.240699
LA-1381,Pune,Survey,25,0,31,0,250,0,1,18.540156,73.991851
LA-1382,Kolhapur,Possession,71,0,30,0,131,2,0,16.830027,74.208383
LA-1383,Pune,Survey,52,0,65,0,151,1,0,18.610645,73.834012
LA-1384,Nashik,Compensation,4,0,35,0,122,0,0,19.982839,73.854209
LA-1385,Pune,Survey,59,0,20,0,156,2,0,18.58601,73.887838
LA-1386,Pune,Possession,72,1,82,0,76,1,0,18.546271,73.796378
LA-1387,Pune,Survey,20,0,40,1,141,1,0,18.51811,73.829945
LA-1388,Nagpur,Compensation,93,0,49,0,179,4,0,21.053495,79.00351
LA-1389,Nagpur,Notification,63,1,32,0,293,1,1,21.134981,79.228006
LA-1390,Nagpur,Possession,54,0,53,0,23,1,0,21.069546,78.97739
LA-1391,Nashik,Notification,117,0,23,0,199,1,1,20.121953,73.751351
LA-1392,Kolhapur,Notification,115,1,47,0,179,1,1,16.655622,74.101052
LA-1393,Amravati,Notification,109,1,78,0,145,1,1,21.073079,77.696134
LA-1394,Pune,Award,110,0,46,0,250,0,1,18.530317,73.940841
LA-1395,Pune,Award,74,0,88,0,97,2,0,18.559863,73.767053
LA-1396,Nashik,Notification,107,0,44,0,243,1,1,20.010382,73.663819
LA-1397,Pune,Possession,98,0,22,0,209,2,0,18.409214,73.849036
LA-1398,Nagpur,Compensation,57,0,87,0,52,2,0,21.108546,78.941191
LA-1399,Amravati,Compensation,90,0,44,0,249,0,0,20.817144,77.65503
LA-1400,Aurangabad,Survey,41,0,39,1,299,0,0,19.913086,75.435588
LA-1401,Pune,Possession,113,0,53,0,132,0,0,18.504462,73.938142
LA-1402,Nagpur,Award,3,1,45,1,286,1,1,21.229195,79.212742
LA-1403,Aurangabad,Notification,6,0,24,0,21,0,0,19.792341,75.449655
LA-1404,Amravati,Survey,5,0,80,1,75,4,1,20.83677,77.834553
LA-1405,Aurangabad,Compensation,5,0,28,1,273,1,1,19.8481,75.209
LA-1406,Nagpur,Award,54,0,69,0,286,2,1,21.273776,79.173055
LA-1407,Kolhapur,Award,47,0,25,1,11,1,1,16.768127,74.346953
LA-1408,Kolhapur,Notification,87,0,79,0,107,2,0,16.680677,74.333025
LA-1409,Aurangabad,Compensation,49,0,63,0,197,1,0,19.881382,75.345844
LA-1410,Nashik,Possession,9,0,30,1,245,1,0,19.872764,73.709671
LA-1411,Aurangabad,Award,99,0,85,1,66,3,1,20.021573,75.446899
LA-1412,Pune,Notification,20,0,66,0,21,2,0,18.570322,73.924849
LA-1413,Pune,Possession,113,0,92,0,175,1,0,18.456021,74.000928
LA-1414,Kolhapur,Compensation,61,0,22,0,29,1,0,16.730743,74.140008
LA-1415,Nashik,Award,106,1,95,0,255,0,1,19.880345,73.707499
LA-1416,Nagpur,Possession,35,0,49,1,257,1,0,21.285551,79.001739
LA-1417,Pune,Possession,50,0,40,0,211,1,0,18.422835,73.944462
LA-1418,Kolhapur,Possession,82,0,47,0,33,2,1,16.749409,74.149372
LA-1419,Amravati,Award,62,0,81,0,121,0,0,20.861036,77.649598
LA-1420,Kolhapur,Award,17,1,52,0,286,1,0,16.770268,74.392868
LA-1421,Pune,Survey,88,0,54,0,148,3,1,18.603446,73.714145
LA-1422,Pune,Compensation,3,1,71,1,29,3,1,18.572426,73.957273
LA-1423,Kolhapur,Notification,32,0,53,1,160,2,1,16.73935,74.20291
LA-1424,Nagpur,Possession,99,0,60,1,77,3,1,21.263541,79.190685
LA-1425,Aurangabad,Survey,102,0,70,0,124,2,0,19.749788,75.359686
LA-1426,Pune,Notification,13,1,66,1,97,0,1,18.469674,73.977189
LA-1427,Kolhapur,Survey,111,0,77,1,90,2,1,16.629486,74.371158
LA-1428,Kolhapur,Award,89,0,94,1,122,0,0,16.851404,74.096029
LA-1429,Nashik,Possession,73,1,76,0,237,1,1,19.964317,73.662424
LA-1430,Aurangabad,Notification,68,0,42,0,203,1,0,19.945984,75.268408
LA-1431,Amravati,Notification,14,0,67,0,210,0,0,20.992818,77.830395
LA-1432,Nagpur,Notification,101,0,41,0,151,0,0,21.059424,79.204682
LA-1433,Amravati,Notification,98,1,36,0,275,1,1,20.859099,77.767583
LA-1434,Aurangabad,Notification,11,0,88,0,143,1,0,19.810585,75.375392
LA-1435,Aurangabad,Survey,105,1,30,0,185,1,1,19.849538,75.24985
LA-1436,Aurangabad,Possession,56,1,34,1,34,1,1,19.796498,75.43479
LA-1437,Amravati,Award,67,0,54,0,61,1,1,20.793295,77.919798
LA-1438,Aurangabad,Award,92,0,52,0,236,0,0,19.990018,75.27388
LA-1439,Kolhapur,Award,29,0,35,1,150,2,1,16.844683,74.241748
LA-1440,Amravati,Award,9,0,53,1,52,2,0,20.889871,77.655435
LA-1441,Aurangabad,Survey,67,1,85,1,198,0,1,19.827752,75.361041
LA-1442,Kolhapur,Compensation,25,1,59,1,228,0,1,16.557128,74.244135
LA-1443,Nashik,Possession,98,0,47,0,140,0,1,20.051575,73.683131
LA-1444,Aurangabad,Notification,76,0,66,1,26,2,1,19.973832,75.32592
LA-1445,Amravati,Compensation,42,0,58,0,10,2,0,20.831382,77.729831
LA-1446,Pune,Award,9,0,89,0,208,0,0,18.4183,73.863249
LA-1447,Aurangabad,Compensation,79,0,92,0,243,0,1,19.963225,75.368996
LA-1448,Pune,Possession,40,0,39,0,189,0,0,18.555287,73.709249
LA-1449,Kolhapur,Notification,25,0,20,0,296,0,0,16.568458,74.321602
LA-1450,Nashik,Notification,5,0,91,1,224,1,0,20.034264,73.853704
LA-1451,Nagpur,Possession,11,0,82,1,120,2,0,21.088475,79.048086
LA-1452,Nashik,Possession,59,0,86,0,53,1,0,19.958118,73.655681
LA-1453,Aurangabad,Award,98,0,23,0,177,1,1,19.957119,75.41978
LA-1454,Pune,Notification,88,1,77,1,86,0,1,18.613681,73.993253
LA-1455,Pune,Compensation,79,0,44,1,49,0,1,18.490507,73.778745
LA-1456,Amravati,Survey,38,1,66,0,24,2,0,21.071546,77.726657
LA-1457,Pune,Survey,72,1,57,1,225,1,1,18.492339,73.761844
LA-1458,Amravati,Possession,5,0,34,0,127,0,0,21.018951,77.802681
LA-1459,Kolhapur,Award,48,1,82,0,238,1,1,16.700163,74.139752
LA-1460,Nagpur,Survey,90,0,40,1,225,0,0,21.26506,79.045058
LA-1461,Aurangabad,Notification,18,0,76,0,7,3,0,19.998528,75.402404
LA-1462,Amravati,Possession,70,0,72,0,186,1,0,20.813625,77.797635
LA-1463,Nagpur,Compensation,37,0,65,1,210,0,0,21.276748,79.054139
LA-1464,Pune,Possession,60,0,33,1,44,0,0,18.61806,73.832775
LA-1465,Pune,Compensation,48,0,95,0,63,2,0,18.607793,73.875333
LA-1466,Nagpur,Possession,77,0,36,0,66,2,0,21.056073,78.939959
LA-1467,Pune,Possession,28,0,58,0,136,0,0,18.611936,73.730253
LA-1468,Kolhapur,Possession,69,0,28,1,64,1,1,16.81004,74.357677
LA-1469,Kolhapur,Compensation,77,1,96,0,126,1,1,16.641745,74.116664
LA-1470,Nagpur,Compensation,81,0,98,0,111,2,0,21.281478,79.150241
LA-1471,Amravati,Possession,114,0,25,1,100,1,1,20.802358,77.905611
LA-1472,Amravati,Survey,40,1,42,0,239,1,1,20.832373,77.710805
LA-1473,Nagpur,Award,45,0,78,0,66,1,0,21.157074,79.049347
LA-1474,Amravati,Award,96,0,65,0,260,2,0,20.960138,77.800276
LA-1475,Amravati,Award,62,0,57,1,53,3,1,20.980945,77.894113
LA-1476,Kolhapur,Compensation,93,0,33,0,163,1,0,16.560091,74.375872
LA-1477,Amravati,Compensation,115,1,91,0,128,1,0,21.07551,77.851469
LA-1478,Nashik,Survey,58,0,81,1,211,1,1,19.860876,73.665786
LA-1479,Aurangabad,Award,67,1,54,0,52,1,1,19.769119,75.394046
LA-1480,Pune,Award,56,0,38,0,140,1,1,18.374604,73.829791
LA-1481,Nashik,Possession,40,0,49,0,205,0,1,20.017558,73.78101
LA-1482,Amravati,Compensation,98,0,97,0,254,0,0,21.06708,77.644345
LA-1483,Kolhapur,Award,40,0,44,0,299,4,1,16.754784,74.150619
LA-1484,Nagpur,Survey,91,0,59,0,213,1,1,21.242597,79.175354
LA-1485,Amravati,Survey,77,1,33,0,215,1,1,20.791384,77.765788
LA-1486,Kolhapur,Award,109,1,45,0,196,1,1,16.717605,74.183799
LA-1487,Aurangabad,Compensation,33,0,41,1,48,1,0,19.864069,75.308506
LA-1488,Amravati,Survey,6,1,67,1,33,1,1,20.93709,77.88592
LA-1489,Nagpur,Possession,88,1,70,1,63,1,1,21.017464,79.1629
LA-1490,Kolhapur,Survey,19,0,22,1,75,1,1,16.760331,74.174995
LA-1491,Kolhapur,Notification,80,0,61,0,96,1,0,16.705966,74.128551
LA-1492,Kolhapur,Notification,40,0,38,1,269,1,0,16.784545,74.168899
LA-1493,Aurangabad,Compensation,92,0,92,0,224,3,0,19.871787,75.469527
LA-1494,Amravati,Award,97,0,47,1,219,1,1,20.832214,77.804077
LA-1495,Aurangabad,Compensation,59,0,64,1,281,0,0,19.920677,75.353344
LA-1496,Pune,Compensation,59,1,90,1,68,0,1,18.422116,73.885618
LA-1497,Pune,Compensation,48,0,97,1,296,1,1,18.632118,73.816508
LA-1498,Amravati,Compensation,41,0,82,0,249,1,0,20.971335,77.871732
LA-1499,Aurangabad,Possession,13,1,92,0,66,0,1,19.773361,75.350286
LA-1500,Nagpur,Possession,107,1,38,0,174,1,1,21.284501,78.973224
LA-1501,Kolhapur,Survey,45,0,66,0,273,1,0,16.71051,74.13202
LA-1502,Kolhapur,Notification,89,1,33,0,271,2,1,16.57687,74.254358
LA-1503,Amravati,Compensation,53,0,57,1,58,1,0,20.97545,77.910571
LA-1504,Pune,Survey,42,0,72,1,20,2,0,18.44636,73.799206
LA-1505,Pune,Notification,100,0,80,0,12,2,0,18.611508,73.967562
LA-1506,Kolhapur,Award,63,0,55,1,108,0,0,16.800347,74.322529
LA-1507,Amravati,Possession,27,0,59,1,63,3,1,21.081084,77.703944
LA-1508,Aurangabad,Notification,38,0,49,1,44,2,1,19.876761,75.204202
LA-1509,Pune,Award,60,0,28,1,241,2,1,18.506887,73.737254
LA-1510,Aurangabad,Notification,7,0,83,0,98,0,0,19.952243,75.411848
LA-1511,Pune,Possession,5,0,52,1,226,0,0,18.410141,73.766601
LA-1512,Pune,Possession,107,1,71,1,208,0,1,18.534475,73.818081
LA-1513,Nashik,Survey,45,0,33,0,142,1,0,20.011374,73.79031
LA-1514,Pune,Compensation,58,0,94,0,211,1,0,18.397242,73.92434
LA-1515,Nagpur,Notification,115,0,72,1,85,1,1,21.121195,78.972169
LA-1516,Amravati,Notification,31,0,78,0,222,0,0,21.043385,77.75151
LA-1517,Amravati,Award,23,0,97,1,6,0,0,21.044246,77.775122
LA-1518,Aurangabad,Possession,42,1,60,1,182,1,1,19.755971,75.355548
LA-1519,Pune,Notification,10,0,87,0,283,0,0,18.397616,73.952208
LA-1520,Nagpur,Possession,32,0,87,0,150,2,0,21.074609,78.989703
LA-1521,Aurangabad,Notification,107,0,27,1,228,4,1,19.98863,75.435649
LA-1522,Nashik,Survey,53,0,21,0,66,0,0,19.886171,73.847664
LA-1523,Aurangabad,Compensation,30,0,60,0,298,2,0,19.942199,75.360061
LA-1524,Aurangabad,Notification,39,0,74,0,243,4,1,19.75655,75.403158
LA-1525,Pune,Possession,31,0,35,0,199,0,0,18.557341,73.830305
LA-1526,Nashik,Survey,82,0,81,1,170,1,1,19.95432,73.681319
LA-1527,Aurangabad,Notification,100,0,67,0,226,0,0,19.962874,75.39303
LA-1528,Nagpur,Award,2,0,49,1,65,1,0,21.065907,79.095602
LA-1529,Nagpur,Compensation,78,1,31,0,133,0,1,21.187561,79.130012
LA-1530,Amravati,Notification,77,1,54,0,177,0,1,20.858105,77.731
LA-1531,Nashik,Survey,93,1,30,1,160,2,1,20.061598,73.91186
LA-1532,Nashik,Award,12,0,83,1,114,0,0,20.109603,73.816011
LA-1533,Amravati,Survey,39,0,69,0,273,2,0,20.825441,77.655221
LA-1534,Aurangabad,Survey,66,0,40,0,282,1,0,19.986179,75.328241
LA-1535,Nashik,Award,96,0,88,0,78,3,0,20.025573,73.866707
LA-1536,Nagpur,Survey,13,0,67,0,211,4,0,21.033933,79.17644
LA-1537,Nagpur,Award,46,0,39,1,283,0,0,21.124063,79.086579
LA-1538,Pune,Notification,27,0,86,0,208,2,0,18.418658,73.975124
LA-1539,Nashik,Award,113,1,63,0,165,0,1,20.057604,73.720101
LA-1540,Aurangabad,Award,105,0,52,0,32,1,1,19.95386,75.31648
LA-1541,Amravati,Compensation,17,0,92,1,261,1,1,20.819139,77.899179
LA-1542,Amravati,Award,104,0,80,1,169,1,1,20.939242,77.898477
LA-1543,Aurangabad,Award,95,1,28,0,67,1,1,19.970588,75.399014
LA-1544,Kolhapur,Notification,98,0,87,1,26,0,0,16.835849,74.350994
LA-1545,Pune,Compensation,60,0,54,0,74,2,0,18.524455,73.733332
LA-1546,Amravati,Possession,64,0,84,0,100,3,0,21.072484,77.889098
LA-1547,Nashik,Notification,88,0,27,1,167,2,1,20.008207,73.735986
LA-1548,Pune,Notification,109,0,64,1,83,0,1,18.488657,73.760199
LA-1549,Nashik,Possession,35,1,66,1,9,1,1,20.101961,73.711611
LA-1550,Nagpur,Award,112,0,59,0,124,0,0,21.143695,79.063591
LA-1551,Pune,Survey,70,0,95,0,182,1,0,18.511971,73.782058
LA-1552,Amravati,Compensation,83,0,73,1,180,1,0,20.934494,77.72577
LA-1553,Pune,Survey,30,0,95,0,221,3,0,18.624436,73.747194
LA-1554,Pune,Possession,71,0,65,0,60,3,1,18.619982,73.795553
LA-1555,Pune,Notification,74,0,66,0,191,2,1,18.491456,73.878385
LA-1556,Kolhapur,Notification,105,0,34,1,236,0,1,16.65499,74.225856
LA-1557,Pune,Compensation,96,0,38,0,259,1,0,18.517978,73.810716
LA-1558,Nashik,Notification,98,0,45,0,108,1,0,20.019332,73.863736
LA-1559,Nagpur,Notification,63,0,71,1,81,2,0,21.067301,79.206253
LA-1560,Aurangabad,Compensation,28,0,41,0,234,3,1,19.964387,75.420337
LA-1561,Pune,Compensation,60,1,40,0,262,1,1,18.516345,73.8063
LA-1562,Amravati,Possession,79,0,70,0,268,3,0,20.887614,77.852933
LA-1563,Pune,Notification,94,0,57,0,186,1,0,18.402446,73.752294
LA-1564,Amravati,Notification,37,1,39,0,260,0,1,20.859054,77.668695
LA-1565,Nashik,Possession,93,0,48,0,42,2,1,20.132284,73.743488
LA-1566,Amravati,Award,22,1,70,1,180,1,1,20.87893,77.871911
LA-1567,Aurangabad,Award,68,0,23,0,31,2,0,19.776858,75.267204
LA-1568,Nagpur,Award,20,1,74,1,280,2,1,21.134002,78.957176
LA-1569,Amravati,Possession,96,0,90,0,144,3,0,20.879526,77.669113
LA-1570,Amravati,Notification,100,0,47,0,291,0,0,20.797948,77.887223
LA-1571,Nagpur,Possession,114,0,23,0,95,3,1,21.092744,79.128335
LA-1572,Aurangabad,Possession,68,1,41,0,65,2,1,19.889433,75.26926
LA-1573,Pune,Award,91,1,95,1,167,2,1,18.535914,73.873289
LA-1574,Amravati,Survey,64,0,64,0,147,3,0,20.894368,77.787874
LA-1575,Nagpur,Notification,17,0,86,0,257,0,0,21.129991,79.134831
LA-1576,Nashik,Award,12,1,85,1,273,1,0,20.137155,73.709756
LA-1577,Nagpur,Survey,22,0,53,1,295,2,0,21.109005,79.197521
LA-1578,Nashik,Survey,17,1,74,1,191,0,1,19.924968,73.732611
LA-1579,Aurangabad,Compensation,10,1,20,0,295,2,1,19.79924,75.401539
LA-1580,Pune,Notification,118,0,91,1,90,1,1,18.507729,73.711537
LA-1581,Nagpur,Survey,65,0,57,0,170,1,0,21.223656,79.049997
LA-1582,Kolhapur,Award,22,0,25,0,118,2,0,16.616796,74.198813
LA-1583,Amravati,Compensation,90,0,44,0,187,0,0,21.000189,77.792645
LA-1584,Aurangabad,Notification,82,1,36,0,211,1,1,19.732545,75.215121
LA-1585,Nagpur,Possession,50,0,80,0,260,0,0,21.12148,79.175239
LA-1586,Amravati,Award,14,1,31,0,239,2,1,21.02016,77.694934
LA-1587,Nagpur,Survey,64,0,25,1,7,2,1,21.09742,79.141311
LA-1588,Nashik,Survey,47,1,46,0,212,2,1,20.016621,73.880764
LA-1589,Nagpur,Award,29,0,27,0,201,1,1,21.057294,79.106763
LA-1590,Kolhapur,Survey,76,0,84,0,129,2,0,16.777599,74.315565
LA-1591,Nagpur,Compensation,36,0,76,1,142,2,0,21.011484,79.136758
LA-1592,Nagpur,Notification,99,1,59,0,29,2,1,21.251563,79.044859
LA-1593,Kolhapur,Compensation,52,0,33,0,72,0,0,16.614459,74.335958
LA-1594,Aurangabad,Survey,76,1,54,1,65,1,1,19.988519,75.28171
LA-1595,Nagpur,Possession,7,0,67,1,33,0,0,21.101559,79.109564
LA-1596,Kolhapur,Notification,29,0,75,0,23,3,0,16.771805,74.316919
LA-1597,Amravati,Notification,11,0,68,1,175,0,1,20.883168,77.743287
LA-1598,Nashik,Award,33,0,32,1,78,0,0,20.119274,73.73063
LA-1599,Nashik,Award,6,0,80,1,65,2,0,19.885491,73.777604
